year,x,sex,dx,ex,lx,mx,qx
2008,55,male,685,24.12,90379.6,0.007608,0.007579
2008,56,female,497.4,26.35,94195.4,0.005294,0.00528
2008,56,male,699,23.3,89694.7,0.007823,0.007793
2008,57,female,507.9,25.49,93698.1,0.005436,0.005421
2008,57,male,777.2,22.48,88995.7,0.008771,0.008733
2008,58,female,575.1,24.63,93190.1,0.006191,0.006172
2008,58,male,852.4,21.67,88218.5,0.00971,0.009663
2008,59,female,621.9,23.78,92615,0.006737,0.006715
2008,59,male,871.3,20.88,87366.1,0.010023,0.009973
2008,60,female,694.5,22.93,91993.1,0.007578,0.007549
2008,60,male,1000.1,20.09,86494.8,0.01163,0.011562
2008,61,female,627.6,22.1,91298.6,0.006897,0.006874
2008,61,male,967,19.32,85494.7,0.011375,0.01131
2008,62,female,814,21.25,90671.1,0.009018,0.008977
2008,62,male,1152.5,18.53,84527.7,0.013728,0.013635
2008,63,female,885.2,20.44,89857.1,0.0099,0.009851
2008,63,male,1341.8,17.78,83375.2,0.016225,0.016094
2008,64,female,918.9,19.64,88971.9,0.010381,0.010327
2008,64,male,1248.8,17.06,82033.4,0.01534,0.015223
2008,65,female,960.4,18.84,88053.1,0.010967,0.010907
2008,65,male,1577.4,16.32,80784.6,0.019718,0.019526
2008,66,female,1150.9,18.04,87092.7,0.013302,0.013215
2008,66,male,1638.7,15.63,79207.2,0.020905,0.020689
2008,67,female,1209.5,17.28,85941.8,0.014174,0.014074
2008,67,male,1606.5,14.95,77568.5,0.020927,0.020711
2008,68,female,1222.6,16.52,84732.2,0.014534,0.014429
2008,68,male,1791.8,14.26,75962,0.02387,0.023589
2008,69,female,1443.9,15.75,83509.6,0.017441,0.01729
2008,69,male,2058.5,13.59,74170.2,0.028144,0.027754
2008,70,female,1460.4,15.02,82065.8,0.017955,0.017796
2008,70,male,2110.3,12.97,72111.7,0.029699,0.029264
2008,71,female,1614.7,14.28,80605.4,0.020235,0.020033
2008,71,male,2147.1,12.34,70001.4,0.03115,0.030673
2008,72,female,1767.6,13.56,78990.6,0.02263,0.022377
2008,72,male,2255.1,11.72,67854.2,0.033796,0.033234
2008,73,female,1837.1,12.86,77223,0.024076,0.02379
2008,73,male,2472.9,11.1,65599.2,0.038421,0.037696
2008,74,female,2225.1,12.17,75385.9,0.029958,0.029516
2008,74,male,2604.6,10.52,63126.3,0.042129,0.04126
2008,75,female,2377.7,11.52,73160.8,0.033036,0.032499
2008,75,male,2693.7,9.95,60521.7,0.045521,0.044508
2008,76,female,2472.8,10.89,70783.1,0.035557,0.034936
2008,76,male,2789.1,9.39,57828,0.049423,0.048231
2008,77,female,2655.4,10.27,68310.3,0.039642,0.038872
2008,77,male,2789.2,8.84,55038.9,0.051994,0.050676
2008,78,female,2932.7,9.66,65654.9,0.045689,0.044669
2008,78,male,3386.3,8.28,52249.7,0.06698,0.064809
2008,79,female,3222.5,9.09,62722.2,0.052733,0.051378
2008,79,male,3249.8,7.82,48863.5,0.068796,0.066508
2008,80,female,3353.9,8.55,59499.7,0.058003,0.056369
2008,80,male,3325.5,7.34,45613.6,0.075665,0.072907
2008,81,female,3265.1,8.04,56145.8,0.059896,0.058154
2008,81,male,3567.8,6.88,42288.1,0.088083,0.084368
2008,82,female,3549.3,7.5,52880.7,0.06945,0.067119
2008,82,male,3501.8,6.47,38720.4,0.094721,0.090438
2008,83,female,3894.9,7.01,49331.3,0.082198,0.078953
2008,83,male,3519.8,6.06,35218.6,0.105197,0.099941
2008,84,female,3787.9,6.56,45436.5,0.086994,0.083368
2008,84,male,3374.9,5.68,31698.8,0.112454,0.106468
2008,85,female,3858.1,6.11,41648.5,0.097133,0.092634
2008,85,male,3539,5.3,28323.9,0.133275,0.124949
2008,86,female,3950.9,5.69,37790.5,0.110314,0.104547
2008,86,male,3360.2,4.99,24784.9,0.145434,0.135575
2008,87,female,3812.7,5.29,33839.6,0.119396,0.11267
2008,87,male,2950.9,4.69,21424.6,0.14792,0.137733
2008,88,female,3547.9,4.9,30026.9,0.125578,0.118159
2008,88,male,2580.1,4.36,18473.8,0.150148,0.139663
2008,89,female,3696.3,4.49,26478.9,0.15007,0.139595
2008,89,male,2520.6,3.99,15893.7,0.172247,0.158589
2008,90,female,3593,4.14,22782.6,0.171208,0.157708
2008,90,male,2456.7,3.64,13373.1,0.202281,0.183701
2008,91,female,3392.4,3.82,19189.6,0.193927,0.176785
2008,91,male,2211.5,3.35,10916.5,0.225413,0.202581
2008,92,female,3132.2,3.53,15797.2,0.220097,0.198277
2008,92,male,2056,3.07,8705,0.267809,0.236183
2008,93,female,2721.6,3.28,12665,0.24076,0.214891
2008,93,male,1723.1,2.87,6649,0.297727,0.259149
2008,94,female,2282.1,3.05,9943.4,0.259259,0.229508
2008,94,male,1326.6,2.7,4925.9,0.311209,0.269304
2008,95,female,1948.2,2.8,7661.3,0.291334,0.254292
2008,95,male,1084.6,2.51,3599.4,0.354767,0.301318
2008,96,female,1641.8,2.59,5713.1,0.335599,0.287377
2008,96,male,713.9,2.37,2514.8,0.330855,0.283892
2008,97,female,1184.6,2.43,4071.3,0.340502,0.290965
2008,97,male,591.8,2.11,1800.9,0.393258,0.328638
2008,98,female,1116.2,2.22,2886.7,0.479354,0.386676
2008,98,male,494.8,1.9,1209,0.514563,0.409266
2008,99,female,576.8,2.31,1770.5,0.389163,0.325773
2008,99,male,273.2,1.88,714.2,0.472973,0.382514
2008,100,female,415.2,2.19,1193.7,0.421053,0.347826
2008,100,male,224.2,1.73,441,0.681818,0.508475
2009,0,female,321.8,80.41,100000,0.003224,0.003218
2009,0,male,470.3,75.9,100000,0.004714,0.004703
2009,1,female,17.1,79.67,99678.2,1.71e-4,1.71e-4
2009,1,male,36,75.26,99529.7,3.62e-4,3.62e-4
2009,2,female,32.2,78.69,99661.1,3.23e-4,3.23e-4
2009,2,male,17,74.29,99493.6,1.7e-4,1.7e-4
2009,3,female,18.3,77.71,99628.9,1.83e-4,1.83e-4
2009,3,male,7,73.3,99476.7,7e-5,7e-5
2009,4,female,3.7,76.72,99610.6,3.7e-5,3.7e-5
2009,4,male,10.5,72.3,99469.7,1.05e-4,1.05e-4
2009,5,female,7.6,75.73,99606.9,7.6e-5,7.6e-5
2009,5,male,7.1,71.31,99459.2,7.1e-5,7.1e-5
2009,6,female,7.7,74.73,99599.4,7.7e-5,7.7e-5
2009,6,male,18.5,70.32,99452.1,1.86e-4,1.86e-4
2009,7,female,11.6,73.74,99591.6,1.17e-4,1.17e-4
2009,7,male,7.4,69.33,99433.6,7.5e-5,7.5e-5
2009,8,female,7.4,72.75,99580,7.5e-5,7.5e-5
2009,8,male,14.4,68.33,99426.2,1.45e-4,1.45e-4
2009,9,female,7.4,71.75,99572.6,7.4e-5,7.4e-5
2009,9,male,3.5,67.34,99411.8,3.5e-5,3.5e-5
2009,10,female,10.6,70.76,99565.2,1.06e-4,1.06e-4
2009,10,male,0,66.35,99408.3,0,0
2009,11,female,6.9,69.77,99554.6,6.9e-5,6.9e-5
2009,11,male,6.6,65.35,99408.3,6.6e-5,6.6e-5
2009,12,female,16.8,68.77,99547.7,1.68e-4,1.68e-4
2009,12,male,3.2,64.35,99401.7,3.2e-5,3.2e-5
2009,13,female,10.2,67.78,99531,1.02e-4,1.02e-4
2009,13,male,15.8,63.35,99398.6,1.59e-4,1.59e-4
2009,14,female,20,66.79,99520.8,2.01e-4,2.01e-4
2009,14,male,15.8,62.36,99382.7,1.59e-4,1.59e-4
2009,15,female,16.2,65.8,99500.8,1.63e-4,1.63e-4
2009,15,male,15.4,61.37,99366.9,1.55e-4,1.55e-4
2009,16,female,31.4,64.81,99484.6,3.16e-4,3.16e-4
2009,16,male,49,60.38,99351.5,4.93e-4,4.93e-4
2009,17,female,38,63.83,99453.2,3.82e-4,3.82e-4
2009,17,male,80.8,59.41,99302.5,8.14e-4,8.14e-4
2009,18,female,29.2,62.86,99415.2,2.94e-4,2.94e-4
2009,18,male,65.3,58.46,99221.7,6.58e-4,6.58e-4
2009,19,female,26.6,61.88,99386,2.68e-4,2.68e-4
2009,19,male,95.7,57.5,99156.4,9.65e-4,9.65e-4
2009,20,female,26.2,60.89,99359.4,2.63e-4,2.63e-4
2009,20,male,98.2,56.55,99060.7,9.91e-4,9.91e-4
2009,21,female,47.4,59.91,99333.3,4.77e-4,4.77e-4
2009,21,male,53.2,55.61,98962.6,5.38e-4,5.38e-4
2009,22,female,36.4,58.94,99285.8,3.66e-4,3.66e-4
2009,22,male,77.3,54.64,98909.3,7.82e-4,7.81e-4
2009,23,female,39.5,57.96,99249.5,3.98e-4,3.98e-4
2009,23,male,85,53.68,98832.1,8.61e-4,8.6e-4
2009,24,female,31.2,56.98,99210,3.14e-4,3.14e-4
2009,24,male,112.4,52.73,98747,0.001139,0.001139
2009,25,female,38.1,56,99178.8,3.84e-4,3.84e-4
2009,25,male,122.2,51.79,98634.6,0.001239,0.001239
2009,26,female,28.7,55.02,99140.7,2.9e-4,2.9e-4
2009,26,male,117.9,50.85,98512.4,0.001198,0.001197
2009,27,female,45.2,54.04,99112,4.56e-4,4.56e-4
2009,27,male,113.9,49.91,98394.5,0.001158,0.001158
2009,28,female,39.8,53.06,99066.8,4.02e-4,4.02e-4
2009,28,male,146.7,48.97,98280.6,0.001494,0.001493
2009,29,female,63.9,52.08,99027.1,6.45e-4,6.45e-4
2009,29,male,147.2,48.04,98133.9,0.001501,0.0015
2009,30,female,87.9,51.11,98963.2,8.89e-4,8.88e-4
2009,30,male,136.4,47.11,97986.6,0.001393,0.001392
2009,31,female,51.6,50.16,98875.3,5.22e-4,5.22e-4
2009,31,male,141.7,46.18,97850.2,0.00145,0.001449
2009,32,female,59.9,49.19,98823.7,6.07e-4,6.06e-4
2009,32,male,131.1,45.24,97708.4,0.001342,0.001341
2009,33,female,62.3,48.22,98763.8,6.3e-4,6.3e-4
2009,33,male,155.9,44.3,97577.4,0.001599,0.001598
2009,34,female,79,47.25,98701.5,8.01e-4,8e-4
2009,34,male,162.1,43.37,97421.5,0.001665,0.001664
2009,35,female,90.2,46.28,98622.5,9.15e-4,9.14e-4
2009,35,male,224.9,42.44,97259.4,0.002315,0.002312
2009,36,female,112.6,45.32,98532.3,0.001143,0.001142
2009,36,male,203,41.54,97034.6,0.002094,0.002092
2009,37,female,88.7,44.38,98419.8,9.01e-4,9.01e-4
2009,37,male,164.9,40.63,96831.6,0.001705,0.001703
2009,38,female,87,43.42,98331.1,8.85e-4,8.85e-4
2009,38,male,155.3,39.7,96666.7,0.001608,0.001607
2009,39,female,105.3,42.45,98244.1,0.001073,0.001072
2009,39,male,195.7,38.76,96511.4,0.00203,0.002028
2009,40,female,125.9,41.5,98138.8,0.001284,0.001283
2009,40,male,237.8,37.84,96315.7,0.002472,0.002469
2009,41,female,139.3,40.55,98012.9,0.001423,0.001422
2009,41,male,255.1,36.93,96077.9,0.002658,0.002655
2009,42,female,153.4,39.61,97873.6,0.001569,0.001568
2009,42,male,267.5,36.03,95822.8,0.002796,0.002792
2009,43,female,148,38.67,97720.1,0.001516,0.001515
2009,43,male,280.3,35.13,95555.3,0.002938,0.002934
2009,44,female,200.7,37.73,97572.1,0.002059,0.002057
2009,44,male,292.1,34.23,95275,0.00307,0.003066
2009,45,female,188.6,36.8,97371.3,0.001939,0.001937
2009,45,male,249.4,33.33,94982.9,0.002629,0.002625
2009,46,female,199,35.87,97182.7,0.00205,0.002048
2009,46,male,333,32.42,94733.5,0.003521,0.003515
2009,47,female,211.9,34.95,96983.7,0.002188,0.002185
2009,47,male,334.7,31.53,94400.6,0.003551,0.003545
2009,48,female,232.1,34.02,96771.8,0.002401,0.002398
2009,48,male,340.5,30.64,94065.9,0.003626,0.00362
2009,49,female,225.1,33.1,96539.7,0.002335,0.002332
2009,49,male,343.8,29.75,93725.4,0.003675,0.003669
2009,50,female,305.5,32.18,96314.6,0.003177,0.003172
2009,50,male,441.5,28.86,93381.5,0.004739,0.004728
2009,51,female,287.5,31.28,96009,0.002999,0.002995
2009,51,male,422.1,27.99,92940,0.004552,0.004541
2009,52,female,328.5,30.37,95721.5,0.003437,0.003432
2009,52,male,539.6,27.12,92518,0.00585,0.005833
2009,53,female,385,29.48,95393,0.004044,0.004036
2009,53,male,544.7,26.27,91978.3,0.00594,0.005922
2009,54,female,420.6,28.59,95008,0.004437,0.004427
2009,54,male,571.4,25.43,91433.6,0.006269,0.00625
2009,55,female,380.2,27.72,94587.5,0.004027,0.004019
2009,55,male,637.4,24.58,90862.2,0.00704,0.007015
2009,56,female,418.7,26.83,94207.3,0.004455,0.004445
2009,56,male,664.3,23.75,90224.8,0.00739,0.007363
2009,57,female,490.5,25.95,93788.6,0.005244,0.00523
2009,57,male,755.2,22.93,89560.5,0.008468,0.008432
2009,58,female,539,25.08,93298.1,0.005794,0.005777
2009,58,male,753.4,22.12,88805.3,0.00852,0.008484
2009,59,female,605.7,24.22,92759.1,0.006551,0.00653
2009,59,male,757.3,21.3,88051.8,0.008638,0.008601
2009,60,female,667.6,23.38,92153.4,0.007271,0.007244
2009,60,male,919.3,20.48,87294.5,0.010587,0.010531
2009,61,female,762.3,22.54,91485.8,0.008367,0.008333
2009,61,male,1053.4,19.7,86375.2,0.012271,0.012196
2009,62,female,695.3,21.73,90723.5,0.007693,0.007663
2009,62,male,969.6,18.93,85321.8,0.011429,0.011364
2009,63,female,806,20.89,90028.2,0.008993,0.008953
2009,63,male,1196.4,18.14,84352.1,0.014284,0.014183
2009,64,female,898.5,20.08,89222.2,0.010121,0.01007
2009,64,male,1392.2,17.4,83155.8,0.016883,0.016742
2009,65,female,1051.8,19.28,88323.7,0.01198,0.011909
2009,65,male,1395.6,16.69,81763.6,0.017216,0.017069
2009,66,female,961.8,18.5,87271.9,0.011081,0.01102
2009,66,male,1517.7,15.97,80367.9,0.019065,0.018885
2009,67,female,1112.8,17.7,86310.1,0.012976,0.012893
2009,67,male,1627.7,15.26,78850.2,0.020858,0.020643
2009,68,female,1268.9,16.93,85197.4,0.015006,0.014894
2009,68,male,1850.7,14.58,77222.5,0.024256,0.023966
2009,69,female,1332.4,16.18,83928.5,0.016002,0.015875
2009,69,male,1910.2,13.92,75371.8,0.025669,0.025344
2009,70,female,1489.5,15.43,82596.1,0.018197,0.018033
2009,70,male,2024.2,13.27,73461.6,0.027939,0.027554
2009,71,female,1554.6,14.7,81106.6,0.019352,0.019167
2009,71,male,2045.6,12.63,71437.5,0.029051,0.028635
2009,72,female,1851.8,13.98,79552.1,0.023552,0.023278
2009,72,male,2298.8,11.99,69391.9,0.033686,0.033128
2009,73,female,1910.9,13.3,77700.3,0.0249,0.024593
2009,73,male,2350.9,11.38,67093.1,0.035664,0.035039
2009,74,female,1743.5,12.63,75789.3,0.023272,0.023005
2009,74,male,2473.6,10.78,64742.2,0.03895,0.038206
2009,75,female,2202.9,11.91,74045.8,0.0302,0.029751
2009,75,male,2620.8,10.19,62268.7,0.042993,0.042088
2009,76,female,2162.4,11.26,71842.9,0.030559,0.030099
2009,76,male,2921.6,9.61,59647.9,0.05021,0.04898
2009,77,female,2405.1,10.6,69680.5,0.035123,0.034517
2009,77,male,2947,9.08,56726.3,0.053336,0.051951
2009,78,female,2816.1,9.96,67275.4,0.042753,0.041859
2009,78,male,2869.9,8.55,53779.4,0.054828,0.053365
2009,79,female,3175.5,9.37,64459.3,0.050508,0.049264
2009,79,male,3216.2,8.01,50909.5,0.065235,0.063174
2009,80,female,3055.6,8.83,61283.8,0.051135,0.04986
2009,80,male,3523.1,7.51,47693.3,0.076704,0.073871
2009,81,female,3405.5,8.27,58228.2,0.060248,0.058486
2009,81,male,3515.4,7.07,44170.1,0.082886,0.079587
2009,82,female,3440.6,7.75,54822.7,0.064792,0.062758
2009,82,male,3515.1,6.64,40654.8,0.09037,0.086463
2009,83,female,3548.9,7.23,51382.1,0.07154,0.069069
2009,83,male,3486.6,6.22,37139.6,0.098502,0.093878
2009,84,female,3887.4,6.73,47833.2,0.084713,0.081271
2009,84,male,3427.3,5.81,33653,0.107307,0.101843
2009,85,female,3961.8,6.28,43945.7,0.094408,0.090152
2009,85,male,3499.9,5.42,30225.7,0.122907,0.115791
2009,86,female,3977.1,5.86,39983.9,0.104674,0.099468
2009,86,male,3566.1,5.06,26725.8,0.142971,0.133432
2009,87,female,4041.4,5.45,36006.8,0.118913,0.112239
2009,87,male,3042.7,4.76,23159.8,0.140618,0.131381
2009,88,female,3692.8,5.08,31965.4,0.122606,0.115524
2009,88,male,3161,4.41,20117,0.170527,0.15713
2009,89,female,3468.4,4.67,28272.6,0.130695,0.122679
2009,89,male,2790.8,4.14,16956,0.179351,0.164591
2009,90,female,4028.9,4.26,24804.2,0.176787,0.162429
2009,90,male,2308.4,3.85,14165.2,0.177419,0.162963
2009,91,female,3625.3,3.99,20775.3,0.19118,0.1745
2009,91,male,2081.2,3.51,11856.8,0.19242,0.175532
2009,92,female,3070.4,3.72,17150,0.196631,0.17903
2009,92,male,2022,3.15,9775.6,0.230702,0.206842
2009,93,female,2919.4,3.42,14079.6,0.231335,0.207352
2009,93,male,2038.5,2.84,7753.6,0.302696,0.262906
2009,94,female,2572.1,3.19,11160.2,0.26049,0.230472
2009,94,male,1592.1,2.67,5715.1,0.323664,0.278581
2009,95,female,2039,3,8588.1,0.269401,0.237421
2009,95,male,1245.8,2.51,4123,0.355932,0.302158
2009,96,female,1640.2,2.77,6549.1,0.286294,0.250443
2009,96,male,846.5,2.38,2877.2,0.344937,0.294197
2009,97,female,1391.3,2.53,4908.9,0.330211,0.283417
2009,97,male,765.5,2.16,2030.7,0.464481,0.37694
2009,98,female,1079.3,2.34,3517.6,0.362416,0.306818
2009,98,male,418.8,2.17,1265.3,0.396694,0.331034
2009,99,female,856.2,2.15,2438.4,0.425926,0.351145
2009,99,male,303.3,2,846.4,0.43662,0.358382
2009,100,female,545.6,2.04,1582.1,0.416667,0.344828
2009,100,male,247.3,1.83,543.1,0.589744,0.455446
2010,0,female,342.3,80.61,100000,0.003429,0.003423
2010,0,male,398.5,76.21,100000,0.003993,0.003985
2010,1,female,24,79.88,99657.7,2.4e-4,2.4e-4
2010,1,male,19.7,75.52,99601.5,1.98e-4,1.98e-4
2010,2,female,27.4,78.9,99633.8,2.75e-4,2.75e-4
2010,2,male,19.7,74.53,99581.8,1.98e-4,1.98e-4
2010,3,female,10.7,77.92,99606.4,1.08e-4,1.08e-4
2010,3,male,27.3,73.55,99562.1,2.74e-4,2.74e-4
2010,4,female,3.6,76.93,99595.6,3.7e-5,3.7e-5
2010,4,male,10.5,72.57,99534.8,1.06e-4,1.06e-4
2010,5,female,11.1,75.93,99592,1.11e-4,1.11e-4
2010,5,male,10.5,71.58,99524.3,1.05e-4,1.05e-4
2010,6,female,3.8,74.94,99580.9,3.8e-5,3.8e-5
2010,6,male,14.2,70.58,99513.9,1.43e-4,1.43e-4
2010,7,female,0,73.94,99577.1,0,0
2010,7,male,14.8,69.59,99499.7,1.49e-4,1.49e-4
2010,8,female,0,72.94,99577.1,0,0
2010,8,male,11.1,68.6,99484.8,1.12e-4,1.12e-4
2010,9,female,7.4,71.94,99577.1,7.4e-5,7.4e-5
2010,9,male,14.4,67.61,99473.7,1.45e-4,1.45e-4
2010,10,female,7.3,70.95,99569.7,7.4e-5,7.4e-5
2010,10,male,6.9,66.62,99459.3,6.9e-5,6.9e-5
2010,11,female,3.5,69.96,99562.3,3.5e-5,3.5e-5
2010,11,male,6.7,65.63,99452.4,6.7e-5,6.7e-5
2010,12,female,13.8,68.96,99558.8,1.38e-4,1.38e-4
2010,12,male,3.3,64.63,99445.7,3.3e-5,3.3e-5
2010,13,female,13.4,67.97,99545.1,1.34e-4,1.34e-4
2010,13,male,9.5,63.63,99442.5,9.5e-5,9.5e-5
2010,14,female,6.8,66.98,99531.7,6.8e-5,6.8e-5
2010,14,male,9.5,62.64,99433,9.5e-5,9.5e-5
2010,15,female,16.6,65.98,99525,1.67e-4,1.67e-4
2010,15,male,12.6,61.64,99423.5,1.26e-4,1.26e-4
2010,16,female,25.8,64.99,99508.3,2.59e-4,2.59e-4
2010,16,male,39.8,60.65,99411,4.01e-4,4.01e-4
2010,17,female,31.3,64.01,99482.5,3.14e-4,3.14e-4
2010,17,male,70.1,59.68,99371.1,7.05e-4,7.05e-4
2010,18,female,28.5,63.03,99451.3,2.86e-4,2.86e-4
2010,18,male,84.9,58.72,99301.1,8.56e-4,8.55e-4
2010,19,female,52.3,62.05,99422.8,5.26e-4,5.26e-4
2010,19,male,68.1,57.77,99216.2,6.86e-4,6.86e-4
2010,20,female,42.5,61.08,99370.5,4.28e-4,4.28e-4
2010,20,male,59,56.81,99148.1,5.95e-4,5.95e-4
2010,21,female,19.7,60.1,99328,1.98e-4,1.98e-4
2010,21,male,98.8,55.84,99089.1,9.97e-4,9.97e-4
2010,22,female,38.1,59.12,99308.3,3.84e-4,3.84e-4
2010,22,male,88.3,54.9,98990.3,8.92e-4,8.92e-4
2010,23,female,33.3,58.14,99270.2,3.35e-4,3.35e-4
2010,23,male,85.2,53.94,98902.1,8.62e-4,8.62e-4
2010,24,female,31,57.16,99236.9,3.12e-4,3.12e-4
2010,24,male,93.6,52.99,98816.8,9.47e-4,9.47e-4
2010,25,female,25.3,56.18,99205.9,2.55e-4,2.55e-4
2010,25,male,66.2,52.04,98723.3,6.71e-4,6.71e-4
2010,26,female,40.9,55.19,99180.6,4.12e-4,4.12e-4
2010,26,male,116.3,51.07,98657.1,0.001179,0.001178
2010,27,female,48.4,54.21,99139.7,4.89e-4,4.89e-4
2010,27,male,141.1,50.13,98540.8,0.001433,0.001432
2010,28,female,42,53.24,99091.3,4.24e-4,4.24e-4
2010,28,male,137.3,49.21,98399.7,0.001396,0.001395
2010,29,female,42.4,52.26,99049.3,4.28e-4,4.28e-4
2010,29,male,112.7,48.27,98262.4,0.001147,0.001147
2010,30,female,63.6,51.28,99006.9,6.43e-4,6.43e-4
2010,30,male,132.5,47.33,98149.8,0.001351,0.00135
2010,31,female,72.3,50.32,98943.2,7.31e-4,7.31e-4
2010,31,male,123.9,46.39,98017.3,0.001265,0.001264
2010,32,female,70.4,49.35,98870.9,7.12e-4,7.12e-4
2010,32,male,167.9,45.45,97893.4,0.001717,0.001715
2010,33,female,92.4,48.39,98800.5,9.35e-4,9.35e-4
2010,33,male,140,44.53,97725.5,0.001433,0.001432
2010,34,female,77.2,47.43,98708.2,7.82e-4,7.82e-4
2010,34,male,173.4,43.59,97585.5,0.001778,0.001777
2010,35,female,99.6,46.47,98631,0.00101,0.00101
2010,35,male,161.1,42.67,97412.1,0.001655,0.001654
2010,36,female,80.7,45.52,98531.4,8.2e-4,8.19e-4
2010,36,male,192.6,41.74,97251,0.001983,0.001981
2010,37,female,84,44.55,98450.7,8.54e-4,8.54e-4
2010,37,male,161.2,40.82,97058.4,0.001662,0.001661
2010,38,female,90.8,43.59,98366.7,9.23e-4,9.23e-4
2010,38,male,166.4,39.89,96897.2,0.001719,0.001718
2010,39,female,99.1,42.63,98275.9,0.001008,0.001008
2010,39,male,228.1,38.95,96730.7,0.002361,0.002358
2010,40,female,105.2,41.67,98176.8,0.001072,0.001071
2010,40,male,221.4,38.04,96502.6,0.002297,0.002294
2010,41,female,149.5,40.72,98071.7,0.001526,0.001525
2010,41,male,207.2,37.13,96281.2,0.002155,0.002152
2010,42,female,122.5,39.78,97922.1,0.001252,0.001251
2010,42,male,249.8,36.21,96074,0.002604,0.002601
2010,43,female,127.4,38.83,97799.6,0.001303,0.001302
2010,43,male,223.8,35.3,95824.1,0.002338,0.002335
2010,44,female,180.9,37.88,97672.3,0.001854,0.001853
2010,44,male,294.5,34.38,95600.4,0.003086,0.003081
2010,45,female,148,36.95,97491.3,0.00152,0.001518
2010,45,male,303.7,33.49,95305.8,0.003192,0.003187
2010,46,female,200,36,97343.3,0.002056,0.002054
2010,46,male,303.9,32.59,95002.1,0.003204,0.003199
2010,47,female,176.2,35.07,97143.3,0.001815,0.001813
2010,47,male,313.7,31.7,94698.2,0.003318,0.003313
2010,48,female,224.1,34.14,96967.2,0.002314,0.002311
2010,48,male,365.2,30.8,94384.5,0.003877,0.00387
2010,49,female,244.3,33.22,96743.1,0.002528,0.002525
2010,49,male,301.7,29.92,94019.3,0.003214,0.003209
2010,50,female,265.1,32.3,96498.8,0.002751,0.002747
2010,50,male,374.4,29.01,93717.5,0.004003,0.003995
2010,51,female,288.5,31.39,96233.7,0.003002,0.002998
2010,51,male,444.4,28.13,93343.2,0.004772,0.004761
2010,52,female,345.6,30.48,95945.2,0.003609,0.003602
2010,52,male,471.5,27.26,92898.8,0.005088,0.005076
2010,53,female,303.1,29.59,95599.6,0.003176,0.003171
2010,53,male,584.7,26.4,92427.3,0.006346,0.006326
2010,54,female,431.3,28.68,95296.5,0.004536,0.004526
2010,54,male,625.4,25.56,91842.6,0.006833,0.00681
2010,55,female,404.6,27.81,94865.2,0.004274,0.004265
2010,55,male,694.9,24.73,91217.2,0.007648,0.007619
2010,56,female,466.4,26.92,94460.6,0.00495,0.004938
2010,56,male,723.2,23.92,90522.2,0.008021,0.007989
2010,57,female,463.9,26.06,93994.2,0.004948,0.004936
2010,57,male,813.8,23.11,89799,0.009104,0.009063
2010,58,female,508.2,25.18,93530.2,0.005448,0.005433
2010,58,male,751.6,22.31,88985.2,0.008483,0.008447
2010,59,female,536.2,24.32,93022.1,0.00578,0.005764
2010,59,male,759,21.5,88233.6,0.008639,0.008602
2010,60,female,654.9,23.46,92485.9,0.007106,0.007081
2010,60,male,928.7,20.68,87474.6,0.010673,0.010616
2010,61,female,720.2,22.62,91831,0.007873,0.007842
2010,61,male,934.6,19.9,86546,0.010858,0.010799
2010,62,female,765.8,21.79,91110.9,0.008441,0.008406
2010,62,male,1098.4,19.11,85611.3,0.012913000000000001,0.01283
2010,63,female,752.3,20.97,90345,0.008361,0.008327
2010,63,male,1128,18.35,84512.9,0.013437,0.013348
2010,64,female,952.6,20.15,89592.8,0.010689,0.010632
2010,64,male,1274.2,17.59,83384.9,0.015399,0.015281
2010,65,female,916.6,19.36,88640.2,0.010395,0.010341
2010,65,male,1310.7,16.86,82110.7,0.016091,0.015963
2010,66,female,1043.8,18.55,87723.6,0.01197,0.011899
2010,66,male,1448.6,16.12,80800,0.018091,0.017929
2010,67,female,1217.2,17.77,86679.8,0.014142,0.014042
2010,67,male,1574,15.41,79351.3,0.020035,0.019836
2010,68,female,1306,17.02,85462.6,0.015399,0.015282
2010,68,male,1647.8,14.71,77777.3,0.021412,0.021186
2010,69,female,1341,16.27,84156.6,0.016063,0.015935
2010,69,male,1873.3,14.02,76129.5,0.024913,0.024606
2010,70,female,1441.2,15.53,82815.5,0.017555,0.017402
2010,70,male,1846.4,13.36,74256.3,0.025178,0.024865
2010,71,female,1630.7,14.8,81374.4,0.020242,0.020039
2010,71,male,2150.8,12.69,72409.9,0.030151,0.029703
2010,72,female,1802.3,14.09,79743.7,0.02286,0.022602
2010,72,male,2114.5,12.06,70259.1,0.030555,0.030095
2010,73,female,1780.6,13.4,77941.4,0.023109,0.022845
2010,73,male,2335.4,11.42,68144.6,0.034869,0.034272
2010,74,female,1929.2,12.7,76160.8,0.025656,0.025331
2010,74,male,2622,10.81,65809.2,0.040653,0.039843
2010,75,female,2103.2,12.02,74231.6,0.02874,0.028333
2010,75,male,2673.2,10.24,63187.1,0.043221,0.042307
2010,76,female,2414.2,11.36,72128.4,0.034041,0.033471
2010,76,male,2726.5,9.67,60513.9,0.046094,0.045056
2010,77,female,2385.1,10.73,69714.2,0.034808,0.034213
2010,77,male,3131.8,9.1,57787.4,0.055705,0.054195
2010,78,female,2701.5,10.1,67329,0.040945,0.040124
2010,78,male,3151.5,8.59,54655.6,0.059373,0.057661
