country,year,sex,e0,label,include,ch_e0
ISL,2015,female,83.61,Iceland,1,-0.5100000000000051
ISR,2015,female,84.08,Israel,1,0.01999999999999602
JPN,2015,female,87.02,Japan,1,0.20999999999999375
LTU,2015,female,79.62,Lithuania,1,-0.23999999999999488
LUX,2015,female,84.29,Luxembourg,1,-0.1799999999999926
LVA,2015,female,79.33,Latvia,1,0.09999999999999432
NLD,2015,female,83.13,Netherlands,1,-0.1600000000000108
NOR,2015,female,84.12,Norway,1,0.020000000000010232
POL,2015,female,81.31,Poland,1,-0.09000000000000341
PRT,2015,female,84.03,Portugal,1,-0.09000000000000341
SVK,2015,female,80.11,Slovakia,1,-0.20999999999999375
SVN,2015,female,83.5,Slovenia,1,-0.1599999999999966
SWE,2015,female,84.03,Sweden,1,-0.01999999999999602
GBR_NP,2015,female,82.72,United Kingdom,1,-0.269999999999996
USA,2015,female,81.32,USA,1,-0.12000000000000455
AUS,2015,male,80.63,Australia,1,0.03999999999999204
AUT,2015,male,78.63,Austria,1,-0.29000000000000625
BEL,2015,male,78.57,Belgium,1,0
BGR,2015,male,71.23,Bulgaria,1,0.1600000000000108
BLR,2015,male,68.6,Belarus,1,0.7800000000000011
CAN,2015,male,79.94,Canada,1,0.12999999999999545
CHE,2015,male,80.7,Switzerland,1,-0.23000000000000398
CZE,2015,male,75.64,Czechia,1,-0.0799999999999983
DEUTNP,2015,male,78.13,Germany,1,-0.30000000000001137
DNK,2015,male,78.77,Denmark,1,0.20000000000000284
ESP,2015,male,79.89,Spain,1,-0.18999999999999773
EST,2015,male,73.09,Estonia,1,0.7900000000000063
FIN,2015,male,78.59,Finland,1,0.46000000000000796
FRATNP,2015,male,79.02,France,1,-0.25
HUN,2015,male,72.23,Hungary,1,-0.030000000000001137
IRL,2015,male,79.52,Ireland,1,0.269999999999996
ISL,2015,male,81.08,Iceland,1,-0.04000000000000625
ISR,2015,male,80.12,Israel,1,-0.20999999999999375
JPN,2015,male,80.78,Japan,1,0.269999999999996
LTU,2015,male,69.15,Lithuania,1,0.020000000000010232
LUX,2015,male,79.72,Luxembourg,1,0.5900000000000034
LVA,2015,male,69.68,Latvia,1,0.6100000000000136
NLD,2015,male,79.74,Netherlands,1,-0.14000000000000057
NOR,2015,male,80.35,Norway,1,0.3199999999999932
POL,2015,male,73.48,Poland,1,-0.1799999999999926
PRT,2015,male,78.02,Portugal,1,0.09999999999999432
SVK,2015,male,73.09,Slovakia,1,-0.1599999999999966
SVN,2015,male,77.59,Slovenia,1,-0.35999999999999943
SWE,2015,male,80.32,Sweden,1,-0.04000000000000625
GBR_NP,2015,male,79.04,United Kingdom,1,-0.20999999999999375
USA,2015,male,76.46,USA,1,-0.1600000000000108
AUS,2016,female,84.93,Australia,1,0.2400000000000091
AUT,2016,female,83.94,Austria,1,0.3499999999999943
BEL,2016,female,83.69,Belgium,1,0.5300000000000011
BGR,2016,female,78.47,Bulgaria,1,0.3400000000000034
BLR,2016,female,79.02,Belarus,1,0.14999999999999147
CAN,2016,female,84.18,Canada,1,0.15000000000000568
CHE,2016,female,85.24,Switzerland,1,0.3399999999999892
CZE,2016,female,81.87,Czechia,1,0.4000000000000057
DEUTNP,2016,female,83.27,Germany,1,0.29999999999999716
DNK,2016,female,82.79,Denmark,1,0.10000000000000853
ESP,2016,female,85.79,Spain,1,0.4200000000000017
EST,2016,female,81.88,Estonia,1,0.06999999999999318
FIN,2016,female,84.12,Finland,1,-0.04999999999999716
FRATNP,2016,female,85.32,France,1,0.1799999999999926
HUN,2016,female,79.57,Hungary,1,0.6999999999999886
IRL,2016,female,83.43,Ireland,1,0.13000000000000966
ISL,2016,female,83.88,Iceland,1,0.269999999999996
ISR,2016,female,84.24,Israel,1,0.1599999999999966
JPN,2016,female,87.17,Japan,1,0.15000000000000568
LTU,2016,female,79.98,Lithuania,1,0.35999999999999943
LUX,2016,female,84.82,Luxembourg,1,0.5299999999999869
LVA,2016,female,79.39,Latvia,1,0.060000000000002274
NLD,2016,female,83.12,Netherlands,1,-0.009999999999990905
NOR,2016,female,84.15,Norway,1,0.030000000000001137
POL,2016,female,81.72,Poland,1,0.4099999999999966
SVK,2016,female,80.55,Slovakia,1,0.4399999999999977
SVN,2016,female,83.86,Slovenia,1,0.35999999999999943
SWE,2016,female,84.09,Sweden,1,0.060000000000002274
GBR_NP,2016,female,82.84,United Kingdom,1,0.12000000000000455
USA,2016,female,81.37,USA,1,0.05000000000001137
AUS,2016,male,80.83,Australia,1,0.20000000000000284
AUT,2016,male,79.14,Austria,1,0.5100000000000051
BEL,2016,male,78.8,Belgium,1,0.23000000000000398
BGR,2016,male,71.31,Bulgaria,1,0.0799999999999983
BLR,2016,male,68.96,Belarus,1,0.35999999999999943
CAN,2016,male,80.05,Canada,1,0.10999999999999943
CHE,2016,male,81.53,Switzerland,1,0.8299999999999983
CZE,2016,male,76.05,Czechia,1,0.4099999999999966
DEUTNP,2016,male,78.39,Germany,1,0.2600000000000051
DNK,2016,male,78.95,Denmark,1,0.18000000000000682
ESP,2016,male,80.27,Spain,1,0.37999999999999545
EST,2016,male,73.19,Estonia,1,0.09999999999999432
FIN,2016,male,78.43,Finland,1,-0.1599999999999966
FRATNP,2016,male,79.32,France,1,0.29999999999999716
HUN,2016,male,72.56,Hungary,1,0.3299999999999983
IRL,2016,male,79.65,Ireland,1,0.13000000000000966
ISL,2016,male,80.3,Iceland,1,-0.7800000000000011
ISR,2016,male,80.65,Israel,1,0.5300000000000011
JPN,2016,male,81.01,Japan,1,0.23000000000000398
LTU,2016,male,69.46,Lithuania,1,0.30999999999998806
LUX,2016,male,79.83,Luxembourg,1,0.10999999999999943
LVA,2016,male,69.79,Latvia,1,0.10999999999999943
NLD,2016,male,79.88,Netherlands,1,0.14000000000000057
NOR,2016,male,80.6,Norway,1,0.25
POL,2016,male,73.84,Poland,1,0.35999999999999943
SVK,2016,male,73.75,Slovakia,1,0.6599999999999966
SVN,2016,male,77.94,Slovenia,1,0.3499999999999943
SWE,2016,male,80.57,Sweden,1,0.25
GBR_NP,2016,male,79.18,United Kingdom,1,0.14000000000000057
USA,2016,male,76.37,USA,1,-0.0899999999999892
AUT,2017,female,83.89,Austria,1,-0.04999999999999716
BEL,2017,female,83.65,Belgium,1,-0.03999999999999204
BGR,2017,female,78.34,Bulgaria,1,-0.12999999999999545
CZE,2017,female,81.86,Czechia,1,-0.010000000000005116
DEUTNP,2017,female,83.29,Germany,1,0.020000000000010232
EST,2017,female,82.29,Estonia,1,0.4100000000000108
FIN,2017,female,84.23,Finland,1,0.10999999999999943
FRATNP,2017,female,85.28,France,1,-0.03999999999999204
HUN,2017,female,79.27,Hungary,1,-0.29999999999999716
IRL,2017,female,83.73,Ireland,1,0.29999999999999716
JPN,2017,female,87.31,Japan,1,0.14000000000000057
LTU,2017,female,80.37,Lithuania,1,0.39000000000000057
LUX,2017,female,83.92,Luxembourg,1,-0.8999999999999915
LVA,2017,female,79.53,Latvia,1,0.14000000000000057
NOR,2017,female,84.26,Norway,1,0.10999999999999943
SVK,2017,female,80.57,Slovakia,1,0.01999999999999602
SVN,2017,female,83.68,Slovenia,1,-0.1799999999999926
SWE,2017,female,84.12,Sweden,1,0.030000000000001137
USA,2017,female,81.38,USA,1,0.009999999999990905
AUT,2017,male,79.28,Austria,1,0.14000000000000057
BEL,2017,male,79.01,Belgium,1,0.21000000000000796
BGR,2017,male,71.37,Bulgaria,1,0.060000000000002274
CZE,2017,male,76.01,Czechia,1,-0.03999999999999204
DEUTNP,2017,male,78.56,Germany,1,0.1700000000000017
EST,2017,male,73.66,Estonia,1,0.46999999999999886
FIN,2017,male,78.72,Finland,1,0.28999999999999204
FRATNP,2017,male,79.44,France,1,0.12000000000000455
HUN,2017,male,72.56,Hungary,1,0
IRL,2017,male,80.1,Ireland,1,0.44999999999998863
JPN,2017,male,81.13,Japan,1,0.11999999999999034
LTU,2017,male,70.7,Lithuania,1,1.240000000000009
LUX,2017,male,79.59,Luxembourg,1,-0.23999999999999488
LVA,2017,male,69.8,Latvia,1,0.009999999999990905
NOR,2017,male,80.91,Norway,1,0.3100000000000023
SVK,2017,male,73.76,Slovakia,1,0.010000000000005116
SVN,2017,male,78.08,Slovenia,1,0.14000000000000057
SWE,2017,male,80.73,Sweden,1,0.1600000000000108
USA,2017,male,76.32,USA,1,-0.05000000000001137
BEL,2018,female,83.69,Belgium,1,0.03999999999999204
FIN,2018,female,84.33,Finland,1,0.09999999999999432
NOR,2018,female,84.47,Norway,1,0.20999999999999375
BEL,2018,male,79.22,Belgium,1,0.20999999999999375
FIN,2018,male,78.95,Finland,1,0.23000000000000398
NOR,2018,male,81,Norway,1,0.09000000000000341
