country,year,sex,e0,label,include,ch_e0
ESP,2002,female,83.24,Spain,1,0.06999999999999318
EST,2002,female,77.21,Estonia,1,0.6899999999999977
FIN,2002,female,81.53,Finland,1,-0.010000000000005116
FRATNP,2002,female,83.03,France,1,0.09000000000000341
GRC,2002,female,81.8,Greece,1,0.09000000000000341
HUN,2002,female,76.68,Hungary,1,0.12000000000000455
IRL,2002,female,80.27,Ireland,1,0.5
ISL,2002,female,82.34,Iceland,1,-0.5600000000000023
ISR,2002,female,81.29,Israel,1,-0.0799999999999983
ITA,2002,female,82.96,Italy,1,0.1699999999999875
JPN,2002,female,85.16,Japan,1,0.29999999999999716
LTU,2002,female,77.46,Lithuania,1,-0.020000000000010232
LUX,2002,female,81.24,Luxembourg,1,0.769999999999996
LVA,2002,female,75.85,Latvia,1,0.39000000000000057
NLD,2002,female,80.68,Netherlands,1,-0.029999999999986926
NOR,2002,female,81.46,Norway,1,-0.060000000000002274
NZL_NP,2002,female,81.08,New Zealand,1,0.09000000000000341
POL,2002,female,78.77,Poland,1,0.4099999999999966
PRT,2002,female,80.8,Portugal,1,0.14000000000000057
RUS,2002,female,71.88,Russia,1,-0.28000000000000114
SVK,2002,female,77.69,Slovakia,1,0.030000000000001137
SVN,2002,female,80.46,Slovenia,1,0.18999999999999773
SWE,2002,female,82.08,Sweden,1,0.030000000000001137
TWN,2002,female,79.89,Taiwan,1,0.28000000000000114
UKR,2002,female,73.63,Ukraine,1,-0.010000000000005116
GBR_NP,2002,female,80.52,United Kingdom,1,0.0899999999999892
USA,2002,female,79.6,USA,1,0.06999999999999318
AUS,2002,male,77.55,Australia,1,0.1599999999999966
AUT,2002,male,75.78,Austria,1,0.18999999999999773
BEL,2002,male,75.08,Belgium,1,0.1599999999999966
BGR,2002,male,68.83,Bulgaria,1,0.29999999999999716
BLR,2002,male,62.18,Belarus,1,-0.5499999999999972
CAN,2002,male,77.08,Canada,1,0.23000000000000398
CHE,2002,male,77.73,Switzerland,1,0.38000000000000966
CZE,2002,male,72.1,Czechia,1,0.0799999999999983
DEUTNP,2002,male,75.44,Germany,1,0.1599999999999966
DNK,2002,male,74.8,Denmark,1,0.12999999999999545
ESP,2002,male,76.4,Spain,1,0.10000000000000853
EST,2002,male,65.56,Estonia,1,0.4000000000000057
FIN,2002,male,74.87,Finland,1,0.29000000000000625
FRATNP,2002,male,75.71,France,1,0.2799999999999869
GRC,2002,male,76.4,Greece,1,0.27000000000001023
HUN,2002,male,68.29,Hungary,1,0.10000000000000853
IRL,2002,male,74.95,Ireland,1,0.46000000000000796
ISL,2002,male,78.52,Iceland,1,0.25
ISR,2002,male,77.12,Israel,1,0.0799999999999983
ITA,2002,male,77.08,Italy,1,0.28000000000000114
JPN,2002,male,78.29,Japan,1,0.2600000000000051
LTU,2002,male,66.17,Lithuania,1,0.269999999999996
LUX,2002,male,74.62,Luxembourg,1,-0.4299999999999926
LVA,2002,male,64.43,Latvia,1,0.1700000000000017
NLD,2002,male,75.99,Netherlands,1,0.1799999999999926
NOR,2002,male,76.4,Norway,1,0.19000000000001194
NZL_NP,2002,male,76.57,New Zealand,1,0.30999999999998806
POL,2002,male,70.37,Poland,1,0.3100000000000023
PRT,2002,male,73.86,Portugal,1,0.28000000000000114
RUS,2002,male,58.64,Russia,1,-0.25
SVK,2002,male,69.79,Slovakia,1,0.3200000000000074
SVN,2002,male,72.56,Slovenia,1,0.3200000000000074
SWE,2002,male,77.71,Sweden,1,0.1699999999999875
TWN,2002,male,74.21,Taiwan,1,0.4899999999999949
UKR,2002,male,62.06,Ukraine,1,-0.17999999999999972
GBR_NP,2002,male,75.85,United Kingdom,1,0.14999999999999147
USA,2002,male,74.36,USA,1,0.09000000000000341
AUS,2003,female,82.92,Australia,1,0.37999999999999545
AUT,2003,female,81.54,Austria,1,-0.11999999999999034
BEL,2003,female,81.2,Belgium,1,0.01999999999999602
BGR,2003,female,75.98,Bulgaria,1,0.4000000000000057
BLR,2003,female,74.68,Belarus,1,0.5500000000000114
CAN,2003,female,82.15,Canada,1,0.20000000000000284
CHE,2003,female,82.98,Switzerland,1,0.030000000000001137
CZE,2003,female,78.66,Czechia,1,-0.04999999999999716
DEUTNP,2003,female,81.37,Germany,1,0.09000000000000341
DNK,2003,female,80.05,Denmark,1,0.7099999999999937
ESP,2003,female,83.07,Spain,1,-0.1700000000000017
EST,2003,female,77.3,Estonia,1,0.09000000000000341
FIN,2003,female,81.81,Finland,1,0.28000000000000114
FRATNP,2003,female,82.95,France,1,-0.0799999999999983
GRC,2003,female,81.95,Greece,1,0.15000000000000568
HUN,2003,female,76.66,Hungary,1,-0.020000000000010232
IRL,2003,female,80.57,Ireland,1,0.29999999999999716
ISL,2003,female,82.46,Iceland,1,0.11999999999999034
ISR,2003,female,81.65,Israel,1,0.35999999999999943
ITA,2003,female,82.88,Italy,1,-0.0799999999999983
JPN,2003,female,85.26,Japan,1,0.10000000000000853
LTU,2003,female,77.72,Lithuania,1,0.2600000000000051
LUX,2003,female,80.82,Luxembourg,1,-0.4200000000000017
LVA,2003,female,75.71,Latvia,1,-0.14000000000000057
NLD,2003,female,80.93,Netherlands,1,0.25
NOR,2003,female,81.93,Norway,1,0.4700000000000131
NZL_NP,2003,female,81.35,New Zealand,1,0.269999999999996
POL,2003,female,78.89,Poland,1,0.12000000000000455
PRT,2003,female,80.82,Portugal,1,0.01999999999999602
RUS,2003,female,71.87,Russia,1,-0.009999999999990905
SVK,2003,female,77.8,Slovakia,1,0.10999999999999943
SVN,2003,female,80.33,Slovenia,1,-0.12999999999999545
SWE,2003,female,82.41,Sweden,1,0.3299999999999983
TWN,2003,female,80.06,Taiwan,1,0.1700000000000017
UKR,2003,female,73.53,Ukraine,1,-0.09999999999999432
GBR_NP,2003,female,80.49,United Kingdom,1,-0.030000000000001137
USA,2003,female,79.72,USA,1,0.12000000000000455
AUS,2003,male,77.96,Australia,1,0.4099999999999966
AUT,2003,male,75.92,Austria,1,0.14000000000000057
BEL,2003,male,75.36,Belgium,1,0.28000000000000114
BGR,2003,male,68.94,Bulgaria,1,0.10999999999999943
BLR,2003,male,62.62,Belarus,1,0.4399999999999977
CAN,2003,male,77.22,Canada,1,0.14000000000000057
CHE,2003,male,77.89,Switzerland,1,0.1599999999999966
CZE,2003,male,72.08,Czechia,1,-0.01999999999999602
DEUTNP,2003,male,75.52,Germany,1,0.0799999999999983
DNK,2003,male,75.29,Denmark,1,0.4900000000000091
ESP,2003,male,76.43,Spain,1,0.030000000000001137
EST,2003,male,66.45,Estonia,1,0.8900000000000006
FIN,2003,male,75.13,Finland,1,0.2599999999999909
FRATNP,2003,male,75.81,France,1,0.10000000000000853
GRC,2003,male,76.59,Greece,1,0.18999999999999773
HUN,2003,male,68.33,Hungary,1,0.03999999999999204
IRL,2003,male,75.64,Ireland,1,0.6899999999999977
ISL,2003,male,79.48,Iceland,1,0.960000000000008
ISR,2003,male,77.49,Israel,1,0.36999999999999034
ITA,2003,male,77.32,Italy,1,0.23999999999999488
JPN,2003,male,78.34,Japan,1,0.04999999999999716
LTU,2003,male,66.4,Lithuania,1,0.23000000000000398
LUX,2003,male,74.82,Luxembourg,1,0.19999999999998863
LVA,2003,male,65.35,Latvia,1,0.9199999999999875
NLD,2003,male,76.24,Netherlands,1,0.25
NOR,2003,male,77.04,Norway,1,0.6400000000000006
NZL_NP,2003,male,76.86,New Zealand,1,0.29000000000000625
POL,2003,male,70.57,Poland,1,0.19999999999998863
PRT,2003,male,74.22,Portugal,1,0.35999999999999943
RUS,2003,male,58.54,Russia,1,-0.10000000000000142
SVK,2003,male,69.81,Slovakia,1,0.01999999999999602
SVN,2003,male,72.51,Slovenia,1,-0.04999999999999716
SWE,2003,male,77.91,Sweden,1,0.20000000000000284
TWN,2003,male,74.44,Taiwan,1,0.23000000000000398
UKR,2003,male,62.23,Ukraine,1,0.1699999999999946
GBR_NP,2003,male,76.07,United Kingdom,1,0.21999999999999886
USA,2003,male,74.54,USA,1,0.18000000000000682
AUS,2004,female,83.19,Australia,1,0.269999999999996
AUT,2004,female,82.09,Austria,1,0.5499999999999972
BEL,2004,female,81.86,Belgium,1,0.6599999999999966
BGR,2004,female,76.26,Bulgaria,1,0.28000000000000114
BLR,2004,female,74.97,Belarus,1,0.28999999999999204
CAN,2004,female,82.37,Canada,1,0.21999999999999886
CHE,2004,female,83.47,Switzerland,1,0.4899999999999949
CZE,2004,female,79.22,Czechia,1,0.5600000000000023
DEUTNP,2004,female,81.89,Germany,1,0.519999999999996
DNK,2004,female,79.8,Denmark,1,-0.25
ESP,2004,female,83.66,Spain,1,0.5900000000000034
EST,2004,female,77.98,Estonia,1,0.6800000000000068
FIN,2004,female,82.27,Finland,1,0.45999999999999375
FRATNP,2004,female,83.86,France,1,0.9099999999999966
GRC,2004,female,82.16,Greece,1,0.20999999999999375
HUN,2004,female,77.1,Hungary,1,0.4399999999999977
IRL,2004,female,80.99,Ireland,1,0.4200000000000017
ISL,2004,female,82.88,Iceland,1,0.4200000000000017
ISR,2004,female,82.12,Israel,1,0.46999999999999886
ITA,2004,female,83.76,Italy,1,0.8800000000000097
JPN,2004,female,85.52,Japan,1,0.2599999999999909
LTU,2004,female,77.73,Lithuania,1,0.010000000000005116
LUX,2004,female,82.22,Luxembourg,1,1.4000000000000057
LVA,2004,female,76.07,Latvia,1,0.35999999999999943
NLD,2004,female,81.44,Netherlands,1,0.5099999999999909
NOR,2004,female,82.33,Norway,1,0.3999999999999915
NZL_NP,2004,female,81.37,New Zealand,1,0.020000000000010232
POL,2004,female,79.23,Poland,1,0.3400000000000034
PRT,2004,female,81.74,Portugal,1,0.9200000000000017
RUS,2004,female,72.33,Russia,1,0.45999999999999375
SVK,2004,female,78.03,Slovakia,1,0.23000000000000398
SVN,2004,female,80.73,Slovenia,1,0.4000000000000057
SWE,2004,female,82.66,Sweden,1,0.25
TWN,2004,female,80.37,Taiwan,1,0.3100000000000023
UKR,2004,female,73.62,Ukraine,1,0.09000000000000341
GBR_NP,2004,female,81.06,United Kingdom,1,0.5700000000000074
USA,2004,female,80.09,USA,1,0.37000000000000455
AUS,2004,male,78.28,Australia,1,0.3200000000000074
AUT,2004,male,76.39,Austria,1,0.46999999999999886
BEL,2004,male,75.97,Belgium,1,0.6099999999999994
BGR,2004,male,69.07,Bulgaria,1,0.12999999999999545
BLR,2004,male,63.12,Belarus,1,0.5
CAN,2004,male,77.59,Canada,1,0.37000000000000455
CHE,2004,male,78.44,Switzerland,1,0.5499999999999972
CZE,2004,male,72.61,Czechia,1,0.5300000000000011
DEUTNP,2004,male,76.15,Germany,1,0.6300000000000097
DNK,2004,male,75.15,Denmark,1,-0.14000000000000057
ESP,2004,male,76.99,Spain,1,0.5599999999999881
EST,2004,male,66.72,Estonia,1,0.269999999999996
FIN,2004,male,75.31,Finland,1,0.18000000000000682
FRATNP,2004,male,76.68,France,1,0.8700000000000045
GRC,2004,male,76.69,Greece,1,0.09999999999999432
HUN,2004,male,68.66,Hungary,1,0.3299999999999983
IRL,2004,male,76.01,Ireland,1,0.37000000000000455
ISL,2004,male,78.89,Iceland,1,-0.5900000000000034
ISR,2004,male,77.96,Israel,1,0.46999999999999886
ITA,2004,male,78.06,Italy,1,0.7400000000000091
JPN,2004,male,78.62,Japan,1,0.28000000000000114
LTU,2004,male,66.27,Lithuania,1,-0.13000000000000966
LUX,2004,male,76.04,Luxembourg,1,1.220000000000013
LVA,2004,male,65.6,Latvia,1,0.25
NLD,2004,male,76.87,Netherlands,1,0.6300000000000097
NOR,2004,male,77.51,Norway,1,0.46999999999999886
NZL_NP,2004,male,77.26,New Zealand,1,0.4000000000000057
POL,2004,male,70.72,Poland,1,0.15000000000000568
PRT,2004,male,74.94,Portugal,1,0.7199999999999989
RUS,2004,male,58.89,Russia,1,0.3500000000000014
SVK,2004,male,70.33,Slovakia,1,0.519999999999996
SVN,2004,male,73.47,Slovenia,1,0.9599999999999937
SWE,2004,male,78.35,Sweden,1,0.4399999999999977
TWN,2004,male,74.35,Taiwan,1,-0.09000000000000341
UKR,2004,male,61.98,Ukraine,1,-0.25
GBR_NP,2004,male,76.63,United Kingdom,1,0.5600000000000023
USA,2004,male,74.98,USA,1,0.4399999999999977
AUS,2005,female,83.5,Australia,1,0.3100000000000023
AUT,2005,female,82.21,Austria,1,0.11999999999999034
BEL,2005,female,81.86,Belgium,1,0
BGR,2005,female,76.25,Bulgaria,1,-0.010000000000005116
BLR,2005,female,75.01,Belarus,1,0.04000000000000625
CAN,2005,female,82.44,Canada,1,0.06999999999999318
CHE,2005,female,83.69,Switzerland,1,0.21999999999999886
CZE,2005,female,79.29,Czechia,1,0.07000000000000739
DEUTNP,2005,female,81.97,Germany,1,0.0799999999999983
DNK,2005,female,80.45,Denmark,1,0.6500000000000057
ESP,2005,female,83.62,Spain,1,-0.03999999999999204
EST,2005,female,78.31,Estonia,1,0.3299999999999983
FIN,2005,female,82.3,Finland,1,0.030000000000001137
FRATNP,2005,female,83.82,France,1,-0.04000000000000625
GRC,2005,female,82.43,Greece,1,0.27000000000001023
HUN,2005,female,77.07,Hungary,1,-0.030000000000001137
IRL,2005,female,81.18,Ireland,1,0.19000000000001194
ISL,2005,female,83.27,Iceland,1,0.39000000000000057
ISR,2005,female,82.09,Israel,1,-0.030000000000001137
ITA,2005,female,83.67,Italy,1,-0.09000000000000341
JPN,2005,female,85.44,Japan,1,-0.0799999999999983
LTU,2005,female,77.47,Lithuania,1,-0.2600000000000051
LUX,2005,female,82.09,Luxembourg,1,-0.12999999999999545
LVA,2005,female,76.28,Latvia,1,0.21000000000000796
NLD,2005,female,81.6,Netherlands,1,0.1599999999999966
NOR,2005,female,82.51,Norway,1,0.18000000000000682
NZL_NP,2005,female,82.13,New Zealand,1,0.7599999999999909
POL,2005,female,79.34,Poland,1,0.10999999999999943
PRT,2005,female,81.56,Portugal,1,-0.1799999999999926
RUS,2005,female,72.45,Russia,1,0.12000000000000455
SVK,2005,female,78.09,Slovakia,1,0.060000000000002274
SVN,2005,female,80.89,Slovenia,1,0.1599999999999966
SWE,2005,female,82.75,Sweden,1,0.09000000000000341
TWN,2005,female,80.53,Taiwan,1,0.1599999999999966
UKR,2005,female,73.37,Ukraine,1,-0.25
GBR_NP,2005,female,81.2,United Kingdom,1,0.14000000000000057
USA,2005,female,80.11,USA,1,0.01999999999999602
AUS,2005,male,78.7,Australia,1,0.4200000000000017
AUT,2005,male,76.62,Austria,1,0.23000000000000398
BEL,2005,male,76.15,Belgium,1,0.18000000000000682
BGR,2005,male,69.05,Bulgaria,1,-0.01999999999999602
BLR,2005,male,62.76,Belarus,1,-0.35999999999999943
CAN,2005,male,77.73,Canada,1,0.14000000000000057
CHE,2005,male,78.58,Switzerland,1,0.14000000000000057
CZE,2005,male,72.95,Czechia,1,0.3400000000000034
DEUTNP,2005,male,76.36,Germany,1,0.20999999999999375
DNK,2005,male,75.94,Denmark,1,0.789999999999992
ESP,2005,male,77.04,Spain,1,0.05000000000001137
EST,2005,male,67.57,Estonia,1,0.8499999999999943
FIN,2005,male,75.53,Finland,1,0.21999999999999886
FRATNP,2005,male,76.72,France,1,0.03999999999999204
GRC,2005,male,76.85,Greece,1,0.1599999999999966
HUN,2005,male,68.62,Hungary,1,-0.03999999999999204
IRL,2005,male,76.6,Ireland,1,0.5899999999999892
ISL,2005,male,79.45,Iceland,1,0.5600000000000023
ISR,2005,male,78.17,Israel,1,0.21000000000000796
ITA,2005,male,78.17,Italy,1,0.10999999999999943
JPN,2005,male,78.52,Japan,1,-0.10000000000000853
LTU,2005,male,65.21,Lithuania,1,-1.0600000000000023
LUX,2005,male,76.76,Luxembourg,1,0.7199999999999989
LVA,2005,male,64.94,Latvia,1,-0.6599999999999966
NLD,2005,male,77.2,Netherlands,1,0.3299999999999983
NOR,2005,male,77.72,Norway,1,0.20999999999999375
NZL_NP,2005,male,77.88,New Zealand,1,0.6199999999999903
POL,2005,male,70.85,Poland,1,0.12999999999999545
PRT,2005,male,74.87,Portugal,1,-0.06999999999999318
RUS,2005,male,58.91,Russia,1,0.01999999999999602
SVK,2005,male,70.19,Slovakia,1,-0.14000000000000057
SVN,2005,male,73.96,Slovenia,1,0.4899999999999949
SWE,2005,male,78.42,Sweden,1,0.07000000000000739
TWN,2005,male,74.24,Taiwan,1,-0.10999999999999943
UKR,2005,male,61.49,Ukraine,1,-0.4899999999999949
GBR_NP,2005,male,76.91,United Kingdom,1,0.28000000000000114
USA,2005,male,74.98,USA,1,0
AUS,2006,female,83.61,Australia,1,0.10999999999999943
AUT,2006,female,82.63,Austria,1,0.4200000000000017
BEL,2006,female,82.15,Belgium,1,0.29000000000000625
BGR,2006,female,76.3,Bulgaria,1,0.04999999999999716
BLR,2006,female,75.45,Belarus,1,0.4399999999999977
CAN,2006,female,82.83,Canada,1,0.39000000000000057
CHE,2006,female,83.84,Switzerland,1,0.15000000000000568
CZE,2006,female,79.86,Czechia,1,0.5699999999999932
DEUTNP,2006,female,82.24,Germany,1,0.269999999999996
DNK,2006,female,80.51,Denmark,1,0.060000000000002274
ESP,2006,female,84.21,Spain,1,0.5899999999999892
EST,2006,female,78.61,Estonia,1,0.29999999999999716
FIN,2006,female,82.83,Finland,1,0.5300000000000011
FRATNP,2006,female,84.17,France,1,0.3500000000000085
GRC,2006,female,82.66,Greece,1,0.22999999999998977
HUN,2006,female,77.56,Hungary,1,0.4900000000000091
IRL,2006,female,81.52,Ireland,1,0.3399999999999892
ISL,2006,female,82.78,Iceland,1,-0.4899999999999949
ISR,2006,female,82.41,Israel,1,0.3199999999999932
ITA,2006,female,84.05,Italy,1,0.37999999999999545
JPN,2006,female,85.73,Japan,1,0.29000000000000625
LTU,2006,female,77.07,Lithuania,1,-0.4000000000000057
LUX,2006,female,81.74,Luxembourg,1,-0.3500000000000085
LVA,2006,female,76.08,Latvia,1,-0.20000000000000284
NLD,2006,female,81.89,Netherlands,1,0.29000000000000625
NOR,2006,female,82.66,Norway,1,0.14999999999999147
NZL_NP,2006,female,82.04,New Zealand,1,-0.0899999999999892
POL,2006,female,79.59,Poland,1,0.25
PRT,2006,female,82.46,Portugal,1,0.8999999999999915
RUS,2006,female,73.29,Russia,1,0.8400000000000034
SVK,2006,female,78.39,Slovakia,1,0.29999999999999716
SVN,2006,female,81.79,Slovenia,1,0.9000000000000057
SWE,2006,female,82.9,Sweden,1,0.15000000000000568
TWN,2006,female,81.31,Taiwan,1,0.7800000000000011
UKR,2006,female,73.79,Ukraine,1,0.4200000000000017
GBR_NP,2006,female,81.48,United Kingdom,1,0.28000000000000114
USA,2006,female,80.38,USA,1,0.269999999999996
AUS,2006,male,78.94,Australia,1,0.23999999999999488
AUT,2006,male,77.08,Austria,1,0.45999999999999375
BEL,2006,male,76.52,Belgium,1,0.36999999999999034
BGR,2006,male,69.25,Bulgaria,1,0.20000000000000284
BLR,2006,male,63.48,Belarus,1,0.7199999999999989
CAN,2006,male,78.17,Canada,1,0.4399999999999977
CHE,2006,male,79.04,Switzerland,1,0.46000000000000796
CZE,2006,male,73.47,Czechia,1,0.519999999999996
DEUTNP,2006,male,76.75,Germany,1,0.39000000000000057
DNK,2006,male,75.9,Denmark,1,-0.03999999999999204
ESP,2006,male,77.71,Spain,1,0.6699999999999875
EST,2006,male,67.64,Estonia,1,0.07000000000000739
FIN,2006,male,75.82,Finland,1,0.28999999999999204
FRATNP,2006,male,77.16,France,1,0.4399999999999977
GRC,2006,male,77.16,Greece,1,0.3100000000000023
HUN,2006,male,69.08,Hungary,1,0.45999999999999375
IRL,2006,male,76.77,Ireland,1,0.1700000000000017
ISL,2006,male,79.36,Iceland,1,-0.09000000000000341
ISR,2006,male,78.58,Israel,1,0.4099999999999966
ITA,2006,male,78.58,Italy,1,0.4099999999999966
JPN,2006,male,78.94,Japan,1,0.4200000000000017
LTU,2006,male,65.05,Lithuania,1,-0.1599999999999966
LUX,2006,male,76.82,Luxembourg,1,0.05999999999998806
LVA,2006,male,64.96,Latvia,1,0.01999999999999602
NLD,2006,male,77.63,Netherlands,1,0.4299999999999926
NOR,2006,male,78.12,Norway,1,0.4000000000000057
NZL_NP,2006,male,77.96,New Zealand,1,0.0799999999999983
POL,2006,male,71.01,Poland,1,0.1600000000000108
PRT,2006,male,75.47,Portugal,1,0.5999999999999943
RUS,2006,male,60.4,Russia,1,1.490000000000002
SVK,2006,male,70.42,Slovakia,1,0.23000000000000398
SVN,2006,male,74.38,Slovenia,1,0.4200000000000017
SWE,2006,male,78.69,Sweden,1,0.269999999999996
TWN,2006,male,74.87,Taiwan,1,0.6300000000000097
UKR,2006,male,62.27,Ukraine,1,0.7800000000000011
GBR_NP,2006,male,77.12,United Kingdom,1,0.21000000000000796
USA,2006,male,75.27,USA,1,0.28999999999999204
AUS,2007,female,83.56,Australia,1,-0.04999999999999716
AUT,2007,female,82.83,Austria,1,0.20000000000000284
BEL,2007,female,82.21,Belgium,1,0.05999999999998806
BGR,2007,female,76.62,Bulgaria,1,0.3200000000000074
BLR,2007,female,76.12,Belarus,1,0.6700000000000017
CAN,2007,female,82.83,Canada,1,0
CHE,2007,female,83.96,Switzerland,1,0.11999999999999034
CZE,2007,female,80.07,Czechia,1,0.20999999999999375
DEUTNP,2007,female,82.4,Germany,1,0.1600000000000108
DNK,2007,female,80.53,Denmark,1,0.01999999999999602
ESP,2007,female,84.17,Spain,1,-0.03999999999999204
EST,2007,female,78.79,Estonia,1,0.18000000000000682
FIN,2007,female,82.86,Finland,1,0.030000000000001137
FRATNP,2007,female,84.37,France,1,0.20000000000000284
GRC,2007,female,82.51,Greece,1,-0.14999999999999147
HUN,2007,female,77.54,Hungary,1,-0.01999999999999602
IRL,2007,female,81.84,Ireland,1,0.3200000000000074
ISL,2007,female,83.04,Iceland,1,0.2600000000000051
ISR,2007,female,82.51,Israel,1,0.10000000000000853
ITA,2007,female,84.04,Italy,1,-0.009999999999990905
JPN,2007,female,85.91,Japan,1,0.1799999999999926
LTU,2007,female,77.19,Lithuania,1,0.12000000000000455
LUX,2007,female,82.01,Luxembourg,1,0.27000000000001023
LVA,2007,female,76.21,Latvia,1,0.12999999999999545
NLD,2007,female,82.31,Netherlands,1,0.4200000000000017
NOR,2007,female,82.67,Norway,1,0.010000000000005116
NZL_NP,2007,female,82.19,New Zealand,1,0.14999999999999147
POL,2007,female,79.68,Poland,1,0.09000000000000341
PRT,2007,female,82.43,Portugal,1,-0.029999999999986926
RUS,2007,female,73.96,Russia,1,0.6699999999999875
SVK,2007,female,78.36,Slovakia,1,-0.030000000000001137
SVN,2007,female,81.78,Slovenia,1,-0.010000000000005116
SWE,2007,female,82.95,Sweden,1,0.04999999999999716
TWN,2007,female,81.34,Taiwan,1,0.030000000000001137
UKR,2007,female,73.69,Ukraine,1,-0.10000000000000853
GBR_NP,2007,female,81.62,United Kingdom,1,0.14000000000000057
USA,2007,female,80.62,USA,1,0.2400000000000091
AUS,2007,male,78.95,Australia,1,0.010000000000005116
AUT,2007,male,77.29,Austria,1,0.21000000000000796
BEL,2007,male,76.74,Belgium,1,0.21999999999999886
BGR,2007,male,69.55,Bulgaria,1,0.29999999999999716
BLR,2007,male,64.46,Belarus,1,0.9799999999999969
CAN,2007,male,78.2,Canada,1,0.030000000000001137
CHE,2007,male,79.25,Switzerland,1,0.20999999999999375
CZE,2007,male,73.7,Czechia,1,0.23000000000000398
DEUTNP,2007,male,76.92,Germany,1,0.1700000000000017
DNK,2007,male,76.13,Denmark,1,0.22999999999998977
ESP,2007,male,77.78,Spain,1,0.07000000000000739
EST,2007,male,67.46,Estonia,1,-0.18000000000000682
FIN,2007,male,75.87,Finland,1,0.05000000000001137
FRATNP,2007,male,77.39,France,1,0.23000000000000398
GRC,2007,male,76.94,Greece,1,-0.21999999999999886
HUN,2007,male,69.27,Hungary,1,0.18999999999999773
IRL,2007,male,77.24,Ireland,1,0.46999999999999886
ISL,2007,male,79.43,Iceland,1,0.07000000000000739
ISR,2007,male,78.7,Israel,1,0.12000000000000455
ITA,2007,male,78.77,Italy,1,0.18999999999999773
JPN,2007,male,79.13,Japan,1,0.18999999999999773
LTU,2007,male,64.51,Lithuania,1,-0.539999999999992
LUX,2007,male,76.73,Luxembourg,1,-0.0899999999999892
LVA,2007,male,65.3,Latvia,1,0.3400000000000034
NLD,2007,male,78.01,Netherlands,1,0.38000000000000966
NOR,2007,male,78.24,Norway,1,0.11999999999999034
NZL_NP,2007,male,78.04,New Zealand,1,0.0800000000000125
POL,2007,male,71.04,Poland,1,0.030000000000001137
PRT,2007,male,75.88,Portugal,1,0.4099999999999966
RUS,2007,male,61.42,Russia,1,1.0200000000000031
SVK,2007,male,70.6,Slovakia,1,0.1799999999999926
SVN,2007,male,74.61,Slovenia,1,0.23000000000000398
SWE,2007,male,78.93,Sweden,1,0.2400000000000091
TWN,2007,male,75.17,Taiwan,1,0.29999999999999716
UKR,2007,male,61.76,Ukraine,1,-0.5100000000000051
GBR_NP,2007,male,77.36,United Kingdom,1,0.23999999999999488
USA,2007,male,75.56,USA,1,0.29000000000000625
AUS,2008,female,83.73,Australia,1,0.1700000000000017
AUT,2008,female,82.95,Austria,1,0.12000000000000455
BEL,2008,female,82.31,Belgium,1,0.10000000000000853
BGR,2008,female,76.98,Bulgaria,1,0.35999999999999943
BLR,2008,female,76.42,Belarus,1,0.29999999999999716
CAN,2008,female,82.97,Canada,1,0.14000000000000057
CHE,2008,female,84.18,Switzerland,1,0.22000000000001307
CZE,2008,female,80.31,Czechia,1,0.2400000000000091
DEUTNP,2008,female,82.39,Germany,1,-0.010000000000005116
DNK,2008,female,80.92,Denmark,1,0.39000000000000057
ESP,2008,female,84.35,Spain,1,0.1799999999999926
EST,2008,female,79.42,Estonia,1,0.6299999999999955
FIN,2008,female,83.01,Finland,1,0.15000000000000568
FRATNP,2008,female,84.32,France,1,-0.05000000000001137
GRC,2008,female,82.96,Greece,1,0.44999999999998863
HUN,2008,female,77.99,Hungary,1,0.44999999999998863
IRL,2008,female,82.04,Ireland,1,0.20000000000000284
ISL,2008,female,83.08,Iceland,1,0.03999999999999204
ISR,2008,female,82.89,Israel,1,0.37999999999999545
ITA,2008,female,84.15,Italy,1,0.10999999999999943
JPN,2008,female,85.98,Japan,1,0.07000000000000739
LTU,2008,female,77.53,Lithuania,1,0.3400000000000034
LUX,2008,female,82.77,Luxembourg,1,0.7599999999999909
LVA,2008,female,77.39,Latvia,1,1.1800000000000068
NLD,2008,female,82.28,Netherlands,1,-0.030000000000001137
NOR,2008,female,82.96,Norway,1,0.28999999999999204
NZL_NP,2008,female,82.26,New Zealand,1,0.07000000000000739
POL,2008,female,79.87,Poland,1,0.18999999999999773
PRT,2008,female,82.63,Portugal,1,0.19999999999998863
RUS,2008,female,74.25,Russia,1,0.29000000000000625
SVK,2008,female,78.87,Slovakia,1,0.5100000000000051
SVN,2008,female,82.24,Slovenia,1,0.45999999999999375
SWE,2008,female,83.12,Sweden,1,0.1700000000000017
TWN,2008,female,81.6,Taiwan,1,0.2599999999999909
UKR,2008,female,73.9,Ukraine,1,0.21000000000000796
GBR_NP,2008,female,81.68,United Kingdom,1,0.060000000000002274
USA,2008,female,80.67,USA,1,0.04999999999999716
AUS,2008,male,79.18,Australia,1,0.23000000000000398
AUT,2008,male,77.58,Austria,1,0.28999999999999204
BEL,2008,male,76.77,Belgium,1,0.030000000000001137
BGR,2008,male,69.84,Bulgaria,1,0.29000000000000625
BLR,2008,male,64.56,Belarus,1,0.10000000000000853
CAN,2008,male,78.43,Canada,1,0.23000000000000398
CHE,2008,male,79.57,Switzerland,1,0.3199999999999932
CZE,2008,male,73.97,Czechia,1,0.269999999999996
DEUTNP,2008,male,77.11,Germany,1,0.18999999999999773
